1.1469,7.5215,8.1986,6.589,2.6316,3.5903,4.1312,4.6316,3.1951,4.5414,0,3.8661,3.4949,3.8125,6.2457,8.9574,7.6918,4.5835,6.3497,1.8281,1.881,1.0097,4.0559,6.9458,5.5894,7.9428,5.5494,4.7402,8.8229,10.045,4.5111,9.9608,4.1181,1.313,8.7045,6.3895,4.7272,7.6049,4.4692,8.2799,2.5452,1.5487,7.9333,8.2708,0.69433,10.133,8.8323,6.7131,7.1042,2.1745,9.8061,9.7312,3.8767,8.0816,5.7436,3.9788,9.1266,9.4743,8.1032,7.3757,2.352,2.3387,10.574,3.2855,8.1151,2.2925,3.131,8.2249,5.4096,7.2522,5.5622,1.9525,2.4985,8.3653,3.9423,7.8182,5.8222,3.7263,7.4024,6.6757,6.6349,2.9555,6.2561,9.1363,1.8709,7.8993,7.3418,7.3777,2.3736,8.3506,6.5754,2.2849,3.6153,7.6086,6.8206,2.2769,6.9892,8.8293,1.0036,6.9777,5.6239,3.0127
4.6536,3.9653,5.5671,4.5273,1.3696,4.8857,0.95905,2.9362,4.5965,1.7864,3.8661,0,0.68918,2.0026,2.3884,5.5952,4.1659,5.5987,2.5567,3.9616,3.0568,4.2778,5.5917,3.2564,2.6878,8.6852,4.7426,5.7597,7.313,6.7395,3.5019,7.5282,3.3568,2.6266,7.7524,5.2355,1.6315,4.5602,0.97989,4.4205,2.0262,4.7604,5.1154,4.4352,4.0429,7.7993,5.0895,6.853,3.2415,4.234,6.7645,7.7657,2.4933,7.0041,5.0933,3.2048,7.4295,6.5298,7.812,4.2163,1.8327,4.0956,7.691,6.1962,4.7142,3.878,4.2883,5.199,3.8323,7.946,3.0539,3.4721,1.4767,8.2259,4.5093,4.1418,3.0155,3.0175,5.7631,7.6273,6.425,1.8785,2.9047,6.6333,4.7982,6.0988,7.4141,3.8265,4.8927,4.5148,7.1756,4.4454,1.0346,3.8502,3.759,3.3638,7.1791,5.1899,2.9399,7.7894,3.5306,2.1618
4.3984,4.0796,6.2512,5.1651,0.86744,5.0472,1.6016,2.3773,3.9189,2.4222,3.4949,0.68918,0,1.3778,2.9048,6.2642,4.264,5.8404,3.1444,3.901,2.4458,3.7757,5.7456,3.4585,3.3666,9.0395,5.2334,6.0066,7.9311,7.41,3.9662,8.2101,2.7015,2.1961,8.3177,5.7862,2.3042,5.2491,1.6678,4.825,1.3787,4.5701,4.9283,4.9606,3.7771,8.4779,5.6754,7.2652,3.727,4.2145,7.4506,8.4234,2.9385,7.575,5.5733,3.606,8.0649,7.2183,8.2986,4.9035,1.8267,4.1174,8.3797,5.5827,4.7513,3.9082,4.4345,5.0849,4.3977,8.2967,2.7004,3.4594,0.99832,8.6981,4.7731,4.3378,2.7601,3.388,6.3775,7.933,6.8776,1.1936,3.5891,7.3158,4.2244,6.7322,7.8461,3.9363,4.2752,5.0393,7.5265,4.4257,1.5125,4.4395,3.6287,2.7128,7.5904,5.8123,2.5149,8.1196,3.0908,2.4214
4.8929,3.9271,7.5317,6.5274,1.5974,6.1388,2.9564,1.0475,3.0351,3.7834,3.8125,2.0026,1.3778,0,3.6654,7.3237,4.0637,7.0043,4.039,4.7502,2.1608,3.7208,6.8149,3.5435,4.6753,10.289,6.5896,7.1737,9.3038,8.4668,5.3162,9.4978,1.3681,2.5623,9.6939,7.1607,3.63,6.4588,2.9573,5.2178,1.2714,5.1759,4.1267,5.6209,4.2923,9.7781,6.4685,8.5687,4.3587,5.1064,8.6082,9.767,4.2886,8.952,6.9236,4.9272,9.4293,8.4097,9.6466,6.0895,2.9199,5.0689,9.569,5.0173,4.3944,4.8794,5.524,4.4138,5.7751,9.5461,1.7542,4.3989,1.6936,10.037,5.9743,4.3288,2.0181,4.6943,7.7511,9.1421,8.2092,0.86577,4.767,8.6024,3.8887,8.0977,9.1616,3.7879,3.7515,5.6945,8.7799,5.3083,2.8873,5.2772,3.0298,2.1547,8.8921,6.7088,2.8323,9.3511,1.9261,3.6827
6.968,2.5756,4.5932,4.3585,3.73,6.6057,2.322,4.142,6.6608,2.5395,6.2457,2.3884,2.9048,3.6654,0,3.7856,2.7873,7.0849,0.5183,6.1009,5.3441,6.6557,7.2886,1.7641,2.4683,9.6819,5.462,7.2225,7.0445,4.9008,4.5173,6.4777,4.9294,5.0146,7.8295,5.5961,2.1599,3.3276,1.9325,2.1239,4.262,7.0186,4.5504,2.0568,6.3726,6.8084,2.8128,7.7208,0.86309,6.3073,5.2045,7.0868,3.8014,7.0917,5.821,4.4929,7.0027,5.094,8.3085,2.9191,4.061,6.1155,6.2114,8.4684,3.4407,5.8975,6.0797,4.3664,4.3141,8.9839,3.5317,5.5753,3.8475,8.7696,6.0178,2.44,3.1898,4.4306,5.6444,8.8274,7.1567,3.9931,1.8395,5.621,7.1291,5.7866,8.1719,2.4862,7.1613,2.1358,8.2478,6.5097,2.8427,1.6124,3.2706,5.5673,8.0318,3.0491,5.3283,8.9034,4.1723,3.9968
9.315,5.6816,2.1432,3.4939,6.9143,7.7484,4.9302,7.9108,10.182,4.416,8.9574,5.5952,6.2642,7.3237,3.7856,0,5.8354,7.7406,3.3249,8.0985,8.6241,9.6391,8.2653,5.0878,3.3869,9.0993,5.3894,7.812,4.9131,1.1468,5.2824,3.2712,8.6498,7.9716,6.0742,4.9217,4.2556,1.5403,4.6816,3.8188,7.6208,9.1858,7.8878,2.7039,8.8281,3.6336,1.8343,7.2399,3.4599,8.1393,1.5221,4.3152,5.3033,5.5118,5.6274,5.6307,4.6328,1.5861,7.1233,1.622,6.6098,7.8775,2.5297,11.739,6.4089,7.6985,7.4514,7.5409,4.4578,8.5643,7.3041,7.5899,6.9965,7.5824,6.9522,5.253,6.9369,5.7583,4.184,8.7019,6.5822,7.4538,2.738,2.6607,10.286,3.9513,7.4278,5.6664,10.45,2.6967,8.0014,8.2925,5.3912,2.3253,6.8141,8.9572,7.4664,1.2202,8.2432,8.6222,7.9461,6.0289
8.6548,0.21658,7.1751,7.1385,5.0876,8.9924,4.642,3.7993,6.8724,5.1374,7.6918,4.1659,4.264,4.0637,2.7873,5.8354,0,9.6082,3.2461,8.1144,6.2145,7.7577,9.6963,1.0392,5.2487,12.402,8.2015,9.7586,9.774,6.7699,7.1666,8.9281,4.7455,6.3794,10.604,8.3786,4.7657,5.8858,4.2968,2.1555,5.2156,8.8338,2.0723,3.187,8.0331,9.2789,4.1919,10.456,2.5139,8.3975,7.3568,9.694,6.3209,9.871,8.5639,7.0498,9.6949,7.3633,11.092,5.4895,5.9868,8.2615,8.3641,8.9931,0.65382,8.0437,8.4133,1.7086,7.0707,11.69,2.6871,7.635,5.2216,11.552,8.5158,0.61567,2.2413,6.9343,8.4149,11.484,9.9118,4.8197,4.5996,8.1308,7.9492,8.5269,10.929,0.34195,7.7745,3.2175,10.939,8.6091,5.0494,3.5677,1.4085,6.2087,10.772,4.7252,6.6891,11.587,3.161,6.2623
3.8576,9.3948,6.029,4.3032,5.4111,0.99465,4.9678,8.0466,7.6973,4.5462,4.5835,5.5987,5.8404,7.0043,7.0849,7.7406,9.6082,0,6.8378,2.7599,6.0362,5.5808,0.75797,8.6004,4.9256,3.401,2.4137,0.17052,5.2201,8.5176,2.6488,7.1494,7.9555,4.9461,4.6473,3.1477,4.9267,6.2065,5.3133,9.1069,5.9834,3.4079,10.712,8.526,3.926,7.1761,8.5703,2.2371,7.8207,2.4105,7.867,6.4278,3.2999,4.2269,2.2919,2.5921,5.6508,7.4474,3.6999,6.2316,4.0851,2.2573,8.2675,7.7233,10.211,2.3526,1.5403,10.791,3.3,2.6853,8.5404,2.8082,5.3269,3.8792,1.0949,9.4319,8.5799,2.677,4.2865,2.1706,2.3864,6.2691,5.8559,6.5678,6.4302,4.8073,2.8398,9.2678,6.9549,8.594,1.9919,2.3247,4.6024,7.6457,9.3573,6.5381,2.4692,8.2541,4.8934,2.4319,8.8928,3.443
7.0009,3.0388,4.0753,3.8941,3.9249,6.4207,2.287,4.586,6.9898,2.3308,6.3497,2.5567,3.1444,4.039,0.5183,3.3249,3.2461,6.8378,0,6.0532,5.5883,6.8292,7.0893,2.2434,2.0714,9.3188,5.0963,6.9686,6.5487,4.4544,4.2263,5.9606,5.3392,5.164,7.3582,5.1758,1.966,2.8095,1.9106,2.2724,4.5213,7.0162,5.0576,1.9339,6.4212,6.2906,2.5347,7.3501,0.98347,6.2321,4.7151,6.5713,3.5983,6.6255,5.4504,4.2563,6.4974,4.592,7.8808,2.4011,4.088,6.0244,5.7175,8.727,3.8994,5.8096,5.9214,4.8584,3.9377,8.6319,4.0266,5.5215,4.0334,8.3452,5.791,2.85,3.6962,4.2226,5.1691,8.5055,6.7703,4.2857,1.3538,5.1028,7.3508,5.2939,7.7808,2.9589,7.4196,2.0133,7.9071,6.4288,2.8231,1.2962,3.7874,5.8475,7.6562,2.6855,5.4709,8.5652,4.6651,3.9049
1.3614,7.9182,6.9804,5.2562,3.2067,1.7653,3.7827,5.735,4.9528,3.8523,1.8281,3.9616,3.901,4.7502,6.1009,8.0985,8.1144,2.7599,6.0532,0,3.3682,2.8332,2.2812,7.2175,4.7445,6.1387,3.9188,2.9191,7.2012,9.1054,3.0851,8.5876,5.4572,2.3448,6.9708,4.7857,4.1532,6.625,4.171,8.2235,3.5582,1.1019,8.782,7.9682,1.2019,8.7186,8.3373,4.891,6.9509,0.38167,8.7153,8.2067,2.7953,6.3859,4.0606,2.5948,7.5437,8.3446,6.296,6.4767,2.1298,0.51196,9.3765,5.0472,8.6353,0.51702,1.3174,8.9749,4.0337,5.4378,6.4527,0.53354,3.0884,6.5457,2.1547,8.1022,6.6039,2.3987,5.8724,4.8791,4.842,3.9161,5.5748,7.82,3.6903,6.3923,5.5184,7.7777,4.2017,8.046,4.7508,0.56348,3.2584,7.1869,7.5207,3.8528,5.1635,8.21,2.2189,5.1703,6.6743,2.1703
3.0276,6.0698,8.3228,6.948,1.7098,5.0609,3.7238,2.8182,1.8141,4.4049,1.881,3.0568,2.4458,2.1608,5.3441,8.6241,6.2145,6.0362,5.5883,3.3682,0,1.5657,5.6406,5.6191,5.4719,9.4367,6.3932,6.2039,9.5111,9.7621,5.1728,10.226,2.2383,1.1099,9.6243,7.1415,4.4407,7.4751,3.943,7.1761,1.0879,3.4092,6.1788,7.3955,2.5104,10.454,8.1208,7.9766,6.1492,3.7497,9.7092,10.23,4.2683,8.933,6.6635,4.6666,9.7382,9.4364,9.2593,7.1683,2.4814,3.8205,10.587,3.1407,6.5551,3.6922,4.4985,6.5185,5.915,8.7144,3.8373,3.2279,1.6319,9.5827,5.1818,6.444,4.1576,4.3975,7.99,8.1989,7.7702,1.4259,5.8972,9.3498,1.8011,8.4308,8.6039,5.9287,1.8359,7.4737,7.9875,3.9139,3.3441,6.8841,5.1756,0.50953,8.2799,8.2448,1.1513,8.468,3.8117,3.4068
1.9153,7.6065,9.0309,7.4756,2.9268,4.5899,4.7262,4.3595,2.3383,5.2495,1.0097,4.2778,3.7757,3.7208,6.6557,9.6391,7.7577,5.5808,6.8292,2.8332,1.5657,0,5.0295,7.1168,6.3215,8.9221,6.5282,5.7353,9.7891,10.751,5.4494,10.84,3.6804,1.6792,9.7013,7.358,5.3836,8.3522,5.0236,8.5955,2.5534,2.3827,7.7311,8.7097,1.6579,11.027,9.3537,7.7217,7.4944,3.1705,10.577,10.664,4.7389,9.0697,6.7336,4.9159,10.08,10.263,9.1128,8.094,3.0687,3.3448,11.383,2.31,8.1141,3.3022,4.1402,8.0806,6.3224,8.2395,5.4005,2.954,2.8082,9.3745,4.9514,7.9604,5.7231,4.656,8.3456,7.6517,7.6435,2.9397,6.9073,9.9983,0.86161,8.8331,8.35,7.4643,1.3764,8.7891,7.5722,3.2671,4.2481,8.1163,6.741,1.7589,7.9964,9.4078,1.3961,7.9602,5.3467,3.8521
3.2256,9.4864,6.6475,4.8931,5.2193,0.70613,5.07,7.8419,7.2258,4.7623,4.0559,5.5917,5.7456,6.8149,7.2886,8.2653,9.6963,0.75797,7.0893,2.2812,5.6406,5.0295,0,8.7126,5.2826,3.893,3.0513,0.84184,5.9691,9.0932,3.0365,7.8517,7.6654,4.5849,5.4041,3.8358,5.1363,6.7251,5.4378,9.3603,5.7146,2.7595,10.666,8.8555,3.3744,7.8913,8.9765,2.9585,8.0642,1.9047,8.4844,7.1648,3.4931,4.9828,2.9779,2.8518,6.3947,8.07,4.4259,6.7142,3.9332,1.8226,8.9296,7.1,10.278,1.9732,1.3115,10.785,3.808,3.2216,8.4259,2.4581,5.1215,4.5779,1.3399,9.5666,8.5054,2.8668,4.986,2.6223,3.1424,6.0333,6.2126,7.2406,5.8624,5.5125,3.5418,9.3543,6.4053,8.9265,2.6045,1.7719,4.6477,7.9893,9.3357,6.1305,3.1668,8.6994,4.4893,2.9342,8.7307,3.4403
7.8496,0.8232,6.2529,6.1226,4.3149,8.0114,3.6445,3.5473,6.5171,4.1068,6.9458,3.2564,3.4585,3.5435,1.7641,5.0878,1.0392,8.6004,2.2434,7.2175,5.6191,7.1168,8.7126,0,4.2149,11.364,7.1624,8.7484,8.7909,6.0997,6.1346,8.0641,4.4778,5.6368,9.5931,7.3443,3.7329,4.9656,3.2878,1.8105,4.5656,7.9943,2.8579,2.6015,7.2296,8.4082,3.609,9.4175,1.6418,7.4832,6.5938,8.7681,5.3053,8.8558,7.5247,6.0307,8.7306,6.5584,10.059,4.5619,5.0891,7.3328,7.6092,8.5589,1.6868,7.1136,7.4419,2.6186,6.0319,10.653,2.5699,6.7231,4.4485,10.517,7.5107,0.88645,2.122,5.9237,7.4067,10.454,8.8726,4.1947,3.5948,7.2406,7.4018,7.5372,9.8902,0.72337,7.2939,2.6525,9.9043,7.6938,4.0774,2.766,1.7343,5.6885,9.7334,4.0703,5.9533,10.554,3.1665,5.2929
5.9316,5.0349,2.8904,1.9951,3.8026,4.6663,1.7895,5.5341,7.1726,1.078,5.5894,2.6878,3.3666,4.6753,2.4683,3.3869,5.2487,4.9256,2.0714,4.7445,5.4719,6.3215,5.2826,4.2149,0,7.2495,3.0288,5.0407,4.7928,4.4565,2.2769,4.8442,6.039,4.6852,5.4417,3.1299,1.0655,2.0313,1.718,4.2601,4.5815,5.8187,6.8851,3.6015,5.4413,5.1118,3.7079,5.2796,3.0263,4.8198,4.2628,5.1083,1.9672,4.6925,3.3808,2.4491,4.8427,3.9701,5.8439,1.7867,3.2589,4.5699,5.1159,8.5033,5.9004,4.3771,4.2595,6.7687,1.868,6.5674,5.3571,4.2255,3.8556,6.3032,3.9458,4.903,5.1519,2.5057,3.2956,6.4644,4.6996,4.5219,0.93185,3.9505,7.0207,3.5379,5.7115,4.9379,7.2483,3.6688,5.8504,4.9884,2.13,2.7202,5.532,5.8708,5.585,3.4955,4.9342,6.5095,5.9398,2.6426
7.101,12.185,7.0029,5.7655,8.7181,4.3858,7.9011,11.337,11.09,7.2803,7.9428,8.6852,9.0395,10.289,9.6819,9.0993,12.402,3.401,9.3188,6.1387,9.4367,8.9221,3.893,11.364,7.2495,0,4.223,3.2343,4.8023,9.5199,5.2598,7.2179,11.315,8.3436,3.6274,4.2905,7.6434,7.745,8.1843,11.477,9.3403,6.6275,13.756,10.672,7.2658,7.0747,10.424,1.9731,10.274,5.7741,8.6387,6.0727,6.2075,3.8146,3.8688,5.4826,5.2774,8.2208,2.2088,7.9382,7.3847,5.6466,8.6395,10.964,13.039,5.7521,4.9386,13.762,5.3816,0.74326,11.719,6.2089,8.6462,1.8998,4.3301,12.119,11.7,5.6701,4.9249,1.2728,2.5927,9.6013,8.0866,7.0254,9.7548,5.2452,1.6714,12.072,10.298,10.726,1.513,5.6585,7.6516,9.7904,12.378,9.9391,1.683,9.961,8.2944,0.96962,12.129,6.6224
5.2739,7.9852,3.6153,1.9075,5.1686,2.7301,3.8537,7.6101,8.2023,3.1375,5.5494,4.7426,5.2334,6.5896,5.462,5.3894,8.2015,2.4137,5.0963,3.9188,6.3932,6.5282,3.0513,7.1624,3.0288,4.223,0,2.4586,3.2863,6.1163,1.2768,4.8443,7.8076,5.3144,3.2313,0.87132,3.4789,3.8785,4.0797,7.2748,5.9226,4.938,9.6596,6.526,5.0605,4.9187,6.405,2.2588,6.055,3.7403,5.4533,4.3107,2.3014,2.5541,0.36394,1.7348,3.6261,5.0341,3.07,3.9636,3.9509,3.4733,5.8786,8.8322,8.8446,3.4025,2.7333,9.6202,1.1622,3.539,7.7865,3.6159,5.1396,3.485,1.9405,7.9011,7.6985,2.0008,2.005,3.4742,1.7215,6.0708,3.8883,4.1949,7.3764,2.5373,2.7377,7.8769,7.798,6.5854,2.8324,3.7937,3.7331,5.6363,8.2792,6.8926,2.5717,6.0199,5.4087,3.4914,8.2725,3.029
3.9973,9.5448,6.0707,4.3588,5.5808,1.1555,5.1197,8.2163,7.8608,4.6852,4.7402,5.7597,6.0066,7.1737,7.2225,7.812,9.7586,0.17052,6.9686,2.9191,6.2039,5.7353,0.84184,8.7484,5.0407,3.2343,2.4586,0,5.1798,8.5725,2.7659,7.1491,8.126,5.1148,4.5712,3.1629,5.0659,6.2814,5.4624,9.2357,6.1539,3.5433,10.874,8.6421,4.0791,7.1672,8.6709,2.1208,7.9518,2.566,7.9072,6.4013,3.445,4.1733,2.3129,2.7313,5.6171,7.4858,3.5874,6.3163,4.2543,2.4189,8.2883,7.867,10.364,2.5181,1.7094,10.95,3.385,2.5215,8.7068,2.976,5.4969,3.7524,1.2518,9.577,8.7441,2.8249,4.2915,2.0007,2.3093,6.4394,5.9695,6.5846,6.5828,4.8077,2.7137,9.4184,7.1102,8.7095,1.8373,2.4743,4.7601,7.7599,9.5176,6.7054,2.3406,8.3461,5.0603,2.2649,9.0612,3.6061
